Date,Description,Amount,txn_id,remarks,ref_no,Narration
30-07-2023,,38976.86,TXN34775,ok,242069,netflix subscription
22-08-2023,Mobile recharge,62296.52,TXN89726,,764196,
02-12-2023,Internet bill,91557.57,TXN34163,,481514,
20-11-2023,,83265.25,TXN14694,ok,939605,bonus received
05-09-2023,Mobile recharge,34468.32,TXN74863,ok,513439,
05-05-2023,vendor payment,17211.44,TXN10612,ok,488961,
17-06-2023,amazonorder,80392.76,TXN53586,ok,563939,
04-02-2023,,23914.57,TXN41592,,435582,Insurancepremium
18-10-2023,,290.87,TXN85827,ok,380521,client payment received
13-09-2023,,22652.46,TXN72037,,588464,Electricity bill
14-12-2023,Consulting income,3320.49,TXN63390,ok,340524,
22-09-2023,Rent payment,77539.65,TXN93181,ok,980683,
16-06-2023,uber ride,5121.07,TXN18600,ok,490901,
30-05-2023,Freelance income,21940.79,TXN20405,ok,580884,
22-08-2023,Loan EMI,11376.7,TXN32086,ok,818950,
10-04-2023,,79133.56,TXN89793,,836203,Mobile recharge
07-06-2023,electricity bill,26299.14,TXN19466,,385472,
06-10-2023,,4132.44,TXN27278,ok,989309,Salary credited
03-02-2023,Amazon order,27095.23,TXN46098,ok,928715,
17-11-2023,Client payment received,52794.86,TXN23949,ok,377855,
11-12-2023,,70384.06,TXN32346,,588573,Electricity bill
31-12-2023,office supplies,95832.04,TXN82619,,253123,
12-01-2023,Vendor payment,67090.94,TXN17275,ok,789028,
03-09-2023,Office supplies,7694.29,TXN87046,ok,659603,
11-05-2023,,82321.79,TXN22340,,437228,Uber ride
08-02-2023,Loan EMI,54794.52,TXN93372,ok,947564,
29-03-2023,Electricity bill,23156.81,TXN40209,ok,732740,
07-07-2023,Netflix subscription,66854.59,TXN39438,ok,532301,
05-04-2023,Bonus received,74157.25,TXN74702,ok,370418,
09-01-2023,Vendor payment,95638.59,TXN12354,ok,899268,
24-12-2023,,20353.53,TXN37194,ok,162734,loan emi
30-04-2023,,73348.71,TXN14706,ok,599003,Vehicle purchase
02-08-2023,,21750.52,TXN11964,,991582,Freelance income
17-12-2023,consulting income,22727.72,TXN20455,ok,933497,
15-04-2023,loan emi,10342.77,TXN80137,ok,851007,
29-09-2023,,28147.71,TXN24057,ok,165057,Netflix subscription
08-09-2023,salarycredited,,TXN74371,ok,204543,
30-11-2023,Uber ride,69631.94,TXN57237,ok,214090,
20-02-2023,,28775.72,TXN32966,ok,779952,vehicle purchase
10-01-2023,Bonus received,33120.19,TXN12512,,326824,
31-05-2023,Client payment received,89335.63,TXN18672,ok,355142,
31-12-2023,Mobile recharge,46890.11,TXN81835,,351269,
30-08-2023,,34296.48,TXN79179,ok,890240,Laptop purchase
31-10-2023,Gymmembership,7016.74,TXN85537,,960172,
17-02-2023,Netflix subscription,64209.95,TXN64976,,436687,
17-04-2023,Uber ride,99997.76,TXN19283,ok,423001,
26-12-2023,Freelance income,32565.91,TXN98582,ok,874757,
21-04-2023,,1940.65,TXN69402,,112424,Client payment received
05-03-2023,Bonus received,15364.53,TXN63914,ok,593031,
30-09-2023,Netflix subscription,58285.09,TXN55123,,501542,
16-02-2023,freelanceincome,50491.65,TXN19066,ok,622676,
12-01-2023,,10310.46,TXN95276,ok,716807,Internet bill
09-12-2023,,25259.39,TXN45764,ok,710492,Client payment received
20-07-2023,laptop purchase,4841.0,TXN63477,ok,494489,
04-07-2023,,65528.46,TXN70296,ok,736988,mobile recharge
22-11-2023,Insurance premium,71170.89,TXN21556,,609534,
25-02-2023,,3228.72,TXN36075,ok,822680,Client payment received
04-01-2023,,,TXN49665,ok,592906,Salary credited
03-04-2023,Gym membership,19702.06,TXN38735,ok,163042,
01-06-2023,,72991.0,TXN16953,,225911,gymmembership
18-11-2023,Uber ride,61138.5,TXN20021,ok,150939,
21-09-2023,Amazon order,30400.97,TXN12741,,307027,
01-08-2023,loanemi,57687.22,TXN64578,ok,646455,
04-09-2023,Electricity bill,54019.98,TXN36315,ok,789053,
14-08-2023,,46433.06,TXN56942,,811787,Laptop purchase
20-02-2023,Consulting income,8360.24,TXN28928,ok,321498,
17-10-2023,Consulting income,83903.64,TXN48597,ok,790780,
14-09-2023,client payment received,59935.76,TXN40036,ok,894199,
25-11-2023,Consulting income,33922.89,TXN97561,ok,815613,
17-12-2023,,18137.67,TXN92520,,853563,Laptop purchase
19-04-2023,,92887.89,TXN39104,,188957,Electricity bill
13-01-2023,Netflixsubscription,63552.24,TXN72613,,753665,
21-07-2023,Loan EMI,32312.59,TXN50301,,184262,
26-01-2023,rent payment,85710.52,TXN97928,ok,967768,
18-12-2023,,35904.6,TXN35177,ok,638014,Amazon order
22-04-2023,Uber ride,93703.12,TXN97253,ok,720413,
09-10-2023,Loan EMI,68908.18,TXN81918,,303614,
13-11-2023,,56829.49,TXN85483,ok,962995,Uber ride
30-10-2023,,69749.14,TXN28895,,711092,Loan EMI
26-11-2023,,89676.56,TXN35434,ok,259729,Consulting income
28-03-2023,Loan EMI,55587.14,TXN77422,ok,732835,
25-03-2023,Uber ride,9800.3,TXN23235,ok,587845,
06-09-2023,Gym membership,64560.33,TXN60861,,300940,
15-06-2023,Office supplies,25000.29,TXN34474,ok,279918,
18-11-2023,Amazon order,8121.83,TXN62931,ok,773547,
30-06-2023,loan emi,10568.76,TXN22601,ok,902128,
29-10-2023,,35831.5,TXN89380,ok,441697,electricitybill
25-10-2023,Bonus received,75785.49,TXN98909,,741706,
29-07-2023,Rent payment,73550.44,TXN22113,ok,202340,
10-03-2023,,36730.91,TXN42581,ok,217006,electricity bill
29-06-2023,,57655.04,TXN19385,ok,365476,uber ride
02-02-2023,Mobile recharge,21000.71,TXN87159,ok,149364,
24-01-2023,,14301.14,TXN94045,,638840,Mobile recharge
12-05-2023,Uberride,50754.46,TXN13891,,158210,
09-06-2023,Amazon order,99311.67,TXN74334,ok,389349,
27-05-2023,,10183.34,TXN34141,ok,533124,Vehicle purchase
17-05-2023,,39685.07,TXN49045,ok,996216,Vehicle purchase
27-01-2023,Uber ride,7237.15,TXN85821,ok,317682,
28-10-2023,,61131.15,TXN44084,ok,164148,netflix subscription
13-06-2023,client payment received,85773.96,TXN84050,ok,601068,
04-09-2023,,59554.41,TXN44059,,159190,Uber ride
04-08-2023,,63363.87,TXN86775,ok,447548,laptop purchase
30-05-2023,,69916.34,TXN55644,,751231,Office supplies
16-05-2023,Salary credited,42465.13,TXN64223,,368338,
14-05-2023,Client payment received,66449.82,TXN60983,ok,417709,
02-07-2023,Vehicle purchase,,TXN12982,ok,403065,
17-04-2023,salary credited,62689.98,TXN94602,ok,313634,
27-08-2023,,78779.2,TXN67912,ok,544848,Vendor payment
22-10-2023,Freelance income,50625.6,TXN50343,,681398,
13-01-2023,Vendor payment,31934.31,TXN15598,ok,788375,
07-07-2023,Insurance premium,24399.45,TXN40050,ok,243021,
23-07-2023,,59357.25,TXN28302,ok,618976,Netflix subscription
03-12-2023,,40579.85,TXN17087,ok,269142,Vehicle purchase
25-02-2023,,96878.25,TXN47021,ok,811021,Freelance income
04-08-2023,Consulting income,16799.74,TXN73459,ok,658943,
04-03-2023,Amazon order,78144.71,TXN55983,,468775,
30-04-2023,,74160.16,TXN16422,,479011,freelance income
18-06-2023,electricity bill,10067.82,TXN70990,ok,714502,
28-12-2023,,49232.51,TXN69233,ok,440325,Bonusreceived
23-10-2023,Insurance premium,75194.74,TXN21914,ok,203961,
27-04-2023,,52456.35,TXN65706,,347593,Laptop purchase
06-12-2023,,79219.38,TXN54395,ok,199963,Vehicle purchase
17-07-2023,Loan EMI,84100.57,TXN73029,ok,106262,
24-02-2023,Amazon order,47586.58,TXN80874,,215950,
08-12-2023,,58654.88,TXN80461,ok,611637,Bonus received
26-04-2023,Consulting income,16895.19,TXN81445,ok,873153,
06-01-2023,Rent payment,88656.52,TXN21199,ok,847036,
27-05-2023,,6770.5,TXN21527,,951082,Bonus received
31-10-2023,mobile recharge,96813.74,TXN76953,ok,371439,
19-01-2023,,86882.58,TXN15627,ok,140081,client payment received
19-10-2023,Consulting income,7791.69,TXN99545,,249808,
17-10-2023,Netflix subscription,15650.96,TXN56952,ok,488112,
25-09-2023,,86312.29,TXN31679,ok,817075,rent payment
03-01-2023,Loan EMI,68806.83,TXN48109,ok,739708,
16-01-2023,Salary credited,76441.33,TXN80300,ok,621676,
26-12-2023,,79447.15,TXN90691,ok,768784,Amazon order
12-11-2023,amazon order,30469.05,TXN31524,ok,742566,
03-12-2023,Mobile recharge,40708.32,TXN90830,ok,450173,
14-12-2023,insurance premium,61615.19,TXN37025,,508042,
29-01-2023,Rent payment,77386.69,TXN86926,ok,447967,
10-07-2023,Consulting income,43003.52,TXN78598,ok,468515,
30-08-2023,,,TXN32087,ok,695360,Gym membership
21-09-2023,Amazon order,67098.65,TXN62676,,300149,
02-02-2023,office supplies,38975.29,TXN47686,ok,848359,
23-12-2023,Insurance premium,66764.6,TXN92869,,121954,
27-12-2023,,47140.25,TXN82951,ok,942789,Bonus received
19-08-2023,Netflix subscription,29343.52,TXN37912,ok,866863,
09-02-2023,Laptop purchase,56050.01,TXN96114,ok,619257,
26-08-2023,Freelance income,83213.94,TXN41417,ok,655942,
13-02-2023,Vendor payment,92879.18,TXN80902,ok,813598,
08-06-2023,Mobile recharge,50480.28,TXN32889,,962278,
02-02-2023,Insurance premium,72195.76,TXN98092,,183084,
29-09-2023,Vendor payment,51881.33,TXN94370,ok,372665,
28-04-2023,,90285.1,TXN83141,ok,702677,Mobile recharge
04-08-2023,Gymmembership,3052.18,TXN29305,ok,897404,
16-10-2023,rent payment,25571.94,TXN86278,ok,101411,
14-03-2023,,86151.08,TXN12239,,762860,Vendor payment
07-12-2023,Uber ride,9492.81,TXN47358,ok,131579,
09-07-2023,,75749.55,TXN52721,ok,456717,uberride
24-10-2023,Uber ride,86410.96,TXN23730,ok,838916,
21-09-2023,Consulting income,30694.22,TXN46638,ok,610587,
03-06-2023,vendor payment,26014.41,TXN16207,ok,439847,
28-08-2023,,,TXN17248,,913761,Loan EMI
24-08-2023,,13551.58,TXN78400,ok,737966,Freelance income
06-11-2023,Uber ride,70920.93,TXN45641,ok,594824,
06-08-2023,Netflix subscription,28291.05,TXN14649,,613279,
16-12-2023,Mobile recharge,17548.05,TXN68926,ok,254860,
26-12-2023,Internet bill,66396.72,TXN39137,,639910,
26-10-2023,Vendor payment,98283.07,TXN28699,,868385,
25-04-2023,Mobile recharge,38536.29,TXN80234,ok,406122,
22-10-2023,,29549.19,TXN28299,,729544,Office supplies
12-02-2023,,71456.77,TXN22530,ok,471228,Internet bill
03-10-2023,,31991.98,TXN25158,ok,847578,Office supplies
21-09-2023,Loan EMI,65603.71,TXN44627,ok,298544,
12-05-2023,,44151.9,TXN24862,ok,929886,vendorpayment
28-02-2023,internet bill,92770.08,TXN55328,ok,366580,
16-06-2023,Uber ride,62449.99,TXN53168,,415724,
10-06-2023,,89553.85,TXN51342,ok,345179,Netflix subscription
22-05-2023,Consulting income,66234.91,TXN83166,ok,719230,
17-10-2023,Uber ride,1959.91,TXN15152,ok,370388,
02-02-2023,Insurance premium,52526.81,TXN34004,ok,788560,
15-02-2023,Electricity bill,80724.23,TXN35564,,412367,
27-01-2023,Freelance income,67763.06,TXN63309,,217716,
15-08-2023,Vehicle purchase,90106.77,TXN68427,ok,364927,
20-08-2023,Loan EMI,78895.1,TXN45891,ok,459008,
08-11-2023,,45699.91,TXN67114,,304508,Office supplies
09-11-2023,Laptop purchase,48824.22,TXN17712,ok,998295,
06-08-2023,,55503.37,TXN26849,,224751,Insurance premium
04-06-2023,Mobilerecharge,78072.33,TXN69978,,573207,
19-07-2023,Office supplies,98644.82,TXN14730,ok,492148,
13-07-2023,,58324.97,TXN89041,ok,402387,Salary credited
25-04-2023,Client payment received,84668.43,TXN79079,ok,962956,
23-02-2023,,82647.52,TXN90296,ok,266549,Netflix subscription
31-07-2023,,77268.64,TXN43094,ok,598379,Internet bill
19-07-2023,Freelance income,56973.66,TXN76374,ok,774600,
30-07-2023,,96925.72,TXN81440,ok,755146,Office supplies
26-07-2023,salarycredited,41686.8,TXN36031,ok,755466,
29-03-2023,Laptop purchase,48178.24,TXN78272,ok,153941,
21-05-2023,,30626.01,TXN16861,ok,885589,uber ride
06-12-2023,client payment received,39169.09,TXN56910,,266732,
08-12-2023,salary credited,33128.14,TXN51980,ok,214460,
07-12-2023,vendorpayment,24265.75,TXN67142,,946867,
28-03-2023,vehicle purchase,7214.44,TXN55715,ok,645714,
01-03-2023,Internet bill,28109.94,TXN27841,ok,888228,
16-05-2023,Vendorpayment,26925.72,TXN99186,ok,654493,
11-09-2023,Laptop purchase,24132.19,TXN39433,,507811,
30-03-2023,Vendor payment,81844.23,TXN81534,ok,268439,
17-09-2023,Gymmembership,14687.56,TXN79345,,395879,
17-06-2023,Gymmembership,5210.62,TXN51885,ok,461956,
12-10-2023,Vendor payment,29688.94,TXN56246,ok,224975,
14-04-2023,Uber ride,35755.01,TXN90508,ok,816541,
03-07-2023,,18741.29,TXN40616,ok,708394,netflix subscription
24-09-2023,,97353.62,TXN81418,ok,558547,Netflix subscription
27-01-2023,,62346.74,TXN16336,,150552,Electricity bill
09-04-2023,,49716.45,TXN21096,ok,195160,Rent payment
06-07-2023,,86541.62,TXN17071,ok,618813,Salary credited
13-10-2023,,17814.65,TXN51604,,984370,Vehicle purchase
17-09-2023,Mobile recharge,94449.61,TXN91773,ok,979835,
08-01-2023,,42902.39,TXN39878,,441138,Gym membership
20-06-2023,Salary credited,30247.41,TXN27708,ok,260784,
17-10-2023,vehicle purchase,17231.22,TXN62977,ok,224525,
17-02-2023,,43853.26,TXN20293,,587611,Insurance premium
29-05-2023,Amazon order,73093.92,TXN47522,ok,613962,
13-09-2023,Office supplies,11224.29,TXN53595,,211314,
10-11-2023,internet bill,10684.23,TXN11518,ok,868043,
24-10-2023,Vehicle purchase,71854.09,TXN98678,ok,289886,
22-04-2023,,44441.09,TXN11352,ok,581816,Rent payment
10-03-2023,,66795.34,TXN77129,ok,651309,Insurance premium
18-06-2023,,82513.82,TXN83822,ok,976998,Amazon order
05-10-2023,Salarycredited,76177.25,TXN36804,,825617,
16-09-2023,Laptoppurchase,20956.32,TXN89841,ok,209372,
08-05-2023,Salary credited,3228.09,TXN38634,ok,652325,
14-03-2023,,35247.45,TXN73301,,509621,Salary credited
29-04-2023,,29840.8,TXN29286,,631875,Netflix subscription
14-06-2023,Gym membership,89117.58,TXN94690,,968293,
28-08-2023,,71943.03,TXN95779,ok,899714,Loan EMI
12-02-2023,salary credited,82690.91,TXN38823,ok,292929,
14-06-2023,,,TXN90742,,385107,bonus received
19-04-2023,Freelance income,19989.67,TXN93558,ok,499086,
10-11-2023,netflix subscription,15529.12,TXN28834,,116523,
26-06-2023,,54697.51,TXN85805,ok,740575,Mobile recharge
31-01-2023,,71046.35,TXN46093,ok,783255,Freelanceincome
18-02-2023,Client payment received,1311.77,TXN89532,ok,408126,
23-11-2023,Vendor payment,25829.72,TXN86268,ok,300705,
14-03-2023,Client payment received,55109.6,TXN36853,ok,977429,
10-02-2023,Uber ride,67576.33,TXN68852,,849436,
18-08-2023,vehicle purchase,3653.21,TXN32534,,709727,
10-10-2023,Amazonorder,9945.46,TXN90385,ok,942776,
02-01-2023,Netflix subscription,99270.93,TXN63419,ok,669708,
27-08-2023,Insurance premium,7710.28,TXN52291,ok,199735,
17-02-2023,Bonus received,14560.37,TXN38323,ok,388614,
01-07-2023,Internet bill,716.85,TXN24138,ok,189066,
28-06-2023,Consulting income,40496.61,TXN12613,,680159,
21-06-2023,,12932.99,TXN23442,ok,847421,Consulting income
01-09-2023,Consulting income,98336.0,TXN92634,ok,548905,
13-01-2023,,69015.55,TXN60961,,416806,Salary credited
12-04-2023,,64350.01,TXN53190,ok,638148,Laptop purchase
19-10-2023,Mobile recharge,79462.77,TXN15849,ok,850312,
03-06-2023,,36403.66,TXN16167,,203872,client payment received
23-02-2023,Insurance premium,39800.75,TXN45152,,240631,
09-06-2023,,57150.62,TXN95946,ok,694993,Vehicle purchase
16-05-2023,Electricity bill,24708.06,TXN48178,,432590,
10-02-2023,laptop purchase,90951.94,TXN86122,ok,743434,
25-01-2023,,95636.73,TXN59816,ok,518318,Electricity bill
11-10-2023,Uber ride,87647.14,TXN66508,,375667,
17-01-2023,Office supplies,12811.8,TXN58789,,869880,
26-09-2023,,45717.6,TXN42501,ok,558377,Clientpaymentreceived
02-01-2023,Loan EMI,55282.16,TXN40561,,264559,
23-08-2023,Freelance income,9619.3,TXN46664,ok,264665,
25-02-2023,,30823.89,TXN24451,,436919,vehicle purchase
27-08-2023,Vendor payment,91498.7,TXN71943,ok,760674,
01-11-2023,,45214.23,TXN14751,,458812,Gym membership
17-01-2023,,64694.75,TXN67473,ok,270597,Uber ride
04-01-2023,Amazonorder,2169.54,TXN85049,ok,757575,
25-11-2023,Internet bill,66133.27,TXN69810,ok,696500,
04-07-2023,,12870.36,TXN54470,ok,599009,Electricity bill
11-04-2023,,36518.87,TXN84592,ok,650408,Uber ride
17-07-2023,client payment received,72685.44,TXN33093,ok,396812,
10-10-2023,mobile recharge,23305.69,TXN28845,ok,947371,
23-02-2023,,58700.05,TXN61984,ok,332290,Amazon order
20-08-2023,mobile recharge,68601.49,TXN27942,,573313,
04-04-2023,,85649.21,TXN29841,ok,415389,Freelance income
02-10-2023,internetbill,91814.66,TXN30972,ok,173674,
18-05-2023,Uber ride,42656.37,TXN51118,,853848,
27-09-2023,Mobile recharge,63821.03,TXN39600,ok,419673,
04-08-2023,,94971.89,TXN57670,,557274,Vendor payment
19-02-2023,Uber ride,45775.49,TXN88242,,948488,
16-06-2023,Gymmembership,77366.75,TXN30973,ok,336239,
13-07-2023,Bonus received,2561.14,TXN29053,ok,795299,
16-03-2023,Consulting income,18314.85,TXN69173,ok,970773,
11-11-2023,,32883.49,TXN97551,ok,916725,Client payment received
14-12-2023,Internetbill,63125.78,TXN83613,,255906,
31-03-2023,Office supplies,,TXN35761,ok,253960,
25-06-2023,netflix subscription,96237.14,TXN83891,ok,869716,
31-03-2023,salary credited,74560.18,TXN11561,ok,173650,
31-01-2023,,63738.31,TXN35330,,594762,Bonusreceived
10-02-2023,Uber ride,81584.66,TXN99768,ok,862202,
20-06-2023,Gymmembership,22737.17,TXN70583,,159104,
20-12-2023,,,TXN81229,ok,744262,Freelance income
05-03-2023,loan emi,32882.36,TXN49371,,660052,
23-05-2023,Gym membership,82233.58,TXN71624,,541892,
06-12-2023,,2200.82,TXN28984,,862675,Electricity bill
17-09-2023,Gym membership,57640.67,TXN16181,ok,473427,
30-08-2023,,31813.65,TXN24813,,619014,Bonus received
17-05-2023,,73385.42,TXN18156,ok,215689,Laptop purchase
06-11-2023,Laptop purchase,54.84,TXN85952,,136705,
20-02-2023,rent payment,85318.96,TXN80266,ok,458148,
07-12-2023,Laptoppurchase,41137.22,TXN91744,ok,247351,
25-03-2023,Mobile recharge,69940.9,TXN76807,ok,158225,
27-05-2023,,76859.28,TXN65193,ok,382672,Internet bill
17-07-2023,insurance premium,44173.24,TXN33441,ok,281257,
16-05-2023,,3067.59,TXN63648,,195393,bonusreceived
22-08-2023,insurance premium,73285.74,TXN88654,ok,374198,
24-08-2023,Netflix subscription,28805.07,TXN33707,,607582,
07-05-2023,Insurancepremium,77747.63,TXN43976,ok,139128,
11-05-2023,,15879.92,TXN79136,ok,184610,Bonus received
17-08-2023,uber ride,21558.25,TXN14061,ok,511968,
30-06-2023,,92049.06,TXN85143,ok,612783,gymmembership
23-01-2023,,31841.4,TXN28818,ok,645784,Netflix subscription
16-10-2023,,41867.31,TXN96897,,129713,Freelance income
13-03-2023,Netflix subscription,,TXN77945,,617557,
15-02-2023,amazon order,35149.79,TXN24558,,469234,
13-07-2023,,28772.04,TXN92118,ok,957428,internet bill
24-06-2023,Mobile recharge,77036.21,TXN26958,ok,347498,
01-12-2023,,42804.42,TXN53316,ok,399142,Freelance income
28-02-2023,Officesupplies,84646.47,TXN22980,ok,131411,
29-04-2023,,84612.36,TXN23592,ok,810488,Salary credited
10-04-2023,Loan EMI,3122.01,TXN59653,,526178,
04-05-2023,,40879.08,TXN74739,ok,956007,Vehicle purchase
09-04-2023,,38562.7,TXN86754,ok,585931,Uber ride
26-01-2023,Amazon order,26629.69,TXN41508,ok,123988,
20-02-2023,Netflix subscription,66517.16,TXN13791,ok,959056,
18-07-2023,Clientpaymentreceived,50586.54,TXN42620,,489748,
02-08-2023,Amazon order,58254.26,TXN64185,ok,119370,
19-01-2023,Vehicle purchase,59409.99,TXN39931,ok,744660,
24-10-2023,consultingincome,80841.4,TXN80112,ok,353851,
09-02-2023,,35387.09,TXN38226,ok,295618,Office supplies
02-08-2023,Client payment received,90522.15,TXN65466,ok,314896,
10-10-2023,consulting income,59347.63,TXN77492,ok,520381,
21-05-2023,Salary credited,4044.8,TXN84541,ok,657200,
05-06-2023,Vendorpayment,63463.7,TXN53786,ok,499918,
09-10-2023,Vehicle purchase,47339.04,TXN49010,ok,160429,
11-07-2023,Rent payment,84957.27,TXN22720,,878796,
03-07-2023,Office supplies,11436.78,TXN67166,ok,909101,
28-03-2023,Mobile recharge,66458.43,TXN66094,ok,211121,
14-04-2023,Uber ride,81951.98,TXN50773,ok,133286,
24-03-2023,Vendor payment,42365.37,TXN11833,ok,538134,
04-09-2023,Salary credited,41268.36,TXN56935,ok,298632,
05-12-2023,Vendor payment,889.59,TXN65497,ok,521473,
20-05-2023,,46987.09,TXN10574,ok,303478,Vehicle purchase
19-02-2023,Client payment received,56669.9,TXN76331,ok,548755,
21-03-2023,Consulting income,33174.23,TXN18431,ok,505814,
01-09-2023,freelanceincome,10757.17,TXN45299,ok,982216,
18-04-2023,loanemi,44897.93,TXN54154,ok,952457,
23-06-2023,,73051.64,TXN12733,ok,592692,Internet bill
14-11-2023,freelance income,68285.33,TXN32021,ok,749396,
04-05-2023,Bonus received,49356.84,TXN69160,,553194,
01-03-2023,Vendor payment,3830.52,TXN61950,ok,523692,
28-06-2023,Rent payment,35674.24,TXN69261,ok,849553,
24-10-2023,electricity bill,19536.71,TXN76989,ok,900989,
15-07-2023,,12878.61,TXN85331,ok,775760,Salary credited
11-05-2023,Bonus received,149.82,TXN90434,ok,885356,
13-07-2023,Bonus received,19260.84,TXN63665,ok,471053,
22-01-2023,Internet bill,73578.33,TXN20078,,468535,
17-05-2023,salarycredited,63985.36,TXN77632,ok,484583,
08-07-2023,,1529.13,TXN54036,ok,267810,Office supplies
20-09-2023,Insurance premium,89412.38,TXN20301,ok,915149,
07-01-2023,Electricity bill,85725.66,TXN58249,ok,727024,
06-11-2023,,54434.31,TXN31601,ok,662626,Laptop purchase
31-05-2023,Gym membership,94574.8,TXN29859,ok,261670,
18-09-2023,,97199.07,TXN25658,ok,245817,LoanEMI
08-05-2023,Mobile recharge,4285.91,TXN95276,ok,252173,
28-11-2023,Bonus received,87238.83,TXN99705,ok,375062,
26-10-2023,,32776.43,TXN86022,ok,742379,Vehiclepurchase
